Producer,Appellation,Cuvée / Wine,Region,Colour,Vintage,Format,Qty,Price/bottle,Price basis,Packaging / note
Louis Roederer,,Cristal Rose,Champagne,Rosé,2013,1.5L,1,891.99,ex-VAT,GB_OC
Louis Roederer,,Cristal Rose,Champagne,Rosé,2013,1.5L,1,891.99,ex-VAT,OC
Domaine Dujac,,Vosne Romanee Malconsorts,Burgundy,Red,2018,1.5L,6,839.52,ex-VAT,OC
Henri Boillot,,Montrachet,Burgundy,White,2017,3L,1,6821.1,ex-VAT,OWC
Glenrothes,,Whisky Makers Cut,Scotland,,NV,70cl,,37.2537,ex-VAT,GB_OC
Yamazaki,,Limited Edtition,Shimamoto,,2022,70cl,54,356.796,ex-VAT,GB
Yamazaki,,Limited Edtition,Shimamoto,,2022,70cl,6,356.796,ex-VAT,GB_OC
Glenfiddich,,36YO - Rare Collection,Scotland,,1978,75cl,2,2623.5,ex-VAT,GB
Jacques Frederic Mugnier,,Bonnes Mares,Burgundy,Red,2019,75cl,1,996.9299999999998,ex-VAT,Loose
Krug,,Brut Rose Edition 20,Champagne,Rosé,NV,75cl,24,288.585,ex-VAT,OC
Moet & Chandon,,Dom Perignon,Champagne,White,1969,75cl,1,787.05,ex-VAT,GB
Coche Dury,,Puligny Montrachet Enseigneres,Burgundy,White,2005,75cl,2,1679.04,ex-VAT,Loose
Giacomo Conterno,,Barolo Riserva Monfortino,Piedmont,Red,2001,75cl,2,1049.3999999999999,ex-VAT,Loose
Giacomo Conterno,,Barolo Riserva Monfortino,Piedmont,Red,2001,75cl,14,1049.3999999999999,ex-VAT,Loose
Macallan,,Fine Oak 30YO,Scotland,,2014,75cl,1,3672.9,ex-VAT,OWC
Masseto,,,Tuscany,Red,1996,75cl,1,592.911,ex-VAT,Loose
Macallan,,Sherry Oak 30YO,Scotland,,2022,70cl,2,3567.96,ex-VAT,OWC
Macallan,,Sherry Oak 30YO,Scotland,,2022,70cl,1,3567.96,ex-VAT,OC_OWC
Petrus,,,Bordeaux,Red,2021,1.5L,3,5771.7,ex-VAT,OWC
Coquard Loison Fleurot,,Clos Roche,Burgundy,Red,2020,75cl,48,167.904,ex-VAT,OC
Coquard Loison Fleurot,,Clos Roche,Burgundy,Red,2020,1.5L,9,393.525,ex-VAT,OC
Joseph Phelps,,Insignia,California,Red,2016,1.5L,6,409.26599999999996,ex-VAT,OWC
DRC,,Echezeaux,Burgundy,Red,2019,75cl,2,2780.91,ex-VAT,OWC
Taittinger,,Comtes Champagne Rose,Champagne,Rosé,2009,75cl,6,157.41,ex-VAT,OC
Taittinger,,Comtes Champagne,Champagne,White,2012,75cl,,115.434,ex-VAT,OC
Taittinger,,Comtes Champagne,Champagne,White,2012,75cl,90,115.434,ex-VAT,GB_OC
Louis Roederer,,Cristal,Champagne,White,1989,3L,1,3095.73,ex-VAT,OWC
Domaine Leroy,,Savigny Beaune Narbantons,Burgundy,Red,2013,75cl,5,2518.56,ex-VAT,Loose
Sylvain Cathiard,,Vosne Romanee Malconsorts,Burgundy,Red,2002,75cl,12,996.9299999999998,ex-VAT,OC
Tua Rita,,Redigaffi,Tuscany,Red,2020,75cl,,104.94,ex-VAT,OWC
Hundred Acre Deep Time,,Shiraz Ancient Way,South Australia,Red,2006,75cl,21,419.76,ex-VAT,OWC
Hundred Acre Deep Time,,Shiraz Ancient Way,South Australia,Red,2007,75cl,24,419.76,ex-VAT,OWC
Castello Di Ama,,Chianti Classico Gran Selezione Vigneto Casuccia,Tuscany,Red,2019,75cl,12,173.151,ex-VAT,OWC
Castello Di Ama,,Chianti Classico Gran Selezione Vigneto Casuccia,Tuscany,Red,2019,75cl,18,183.645,ex-VAT,OC_OWC
Macallan,,Double Cask 18YO,Scotland,,2022,70cl,36,188.89200000000002,ex-VAT,GB_OC
Talisker,,30YO,Scotland,,2013,70cl,48,939.2130000000001,ex-VAT,GB_OC
Jacques Frederic Mugnier,,Chambolle Musigny Fuees,Burgundy,Red,2019,75cl,12,787.05,ex-VAT,OWC
Jacques Frederic Mugnier,,Bonnes Mares,Burgundy,Red,2019,75cl,3,1154.34,ex-VAT,OWC
Penfolds,,Grange,South Australia,Red,2018,75cl,18,393.525,ex-VAT,GB_OC
Rosebank,,31YO,Scotland,,2022,70cl,11,1463.913,ex-VAT,OC_OWC
Caol Ila,,12YO,Scotland,,NV,70cl,,23.611500000000003,ex-VAT,GB_OC
Clynelish,,12YO,Scotland,,2022,70cl,64,104.94,ex-VAT,GB_OC
Talisker,,11YO,Scotland,,2022,70cl,,48.7971,ex-VAT,GB_OC
Georges Noellat,,Grands Echezeaux,Burgundy,Red,2020,75cl,12,419.76,ex-VAT,OC
Domaine Leflaive,,Assortment,Burgundy,,2019,4.5L,1,4827.24,ex-VAT,OWC
Ott (Romassan),,Rose,Provence,Rosé,2021,75cl,11,20.988,ex-VAT,OC
Masseto,,,Tuscany,Red,2019,75cl,6,655.875,ex-VAT,OWC
Petrolo,,Galatrona,Tuscany,Red,2020,75cl,42,52.47,ex-VAT,OC
Spottswoode,,Cabernet Sauvignon,California,Red,2019,75cl,18,152.16299999999998,ex-VAT,OC
Domaine Leroy,,Vosne Romanee Genaivrieres,Burgundy,Red,1991,75cl,12,3095.73,ex-VAT,OWC
Domaine Dujac,,Vosne Romanee Beaumonts,Burgundy,Red,2020,75cl,5,472.23,ex-VAT,Loose
Domaine Dujac,,Vosne Romanee Beaumonts,Burgundy,Red,2020,75cl,19,351.54900000000004,ex-VAT,Loose
Brora,,35YO – 12th release,Scotland,,1977,70cl,3,2203.74,ex-VAT,GB
Arnaud Ente,,Meursault Seve Clos,Burgundy,White,2016,1.5L,1,2151.27,ex-VAT,OWC
Roulot,,Meursault Perrieres Blanc,Burgundy,White,2007,75cl,5,1259.28,ex-VAT,Loose
Philipponnat,,Clos des Goisses,Champagne,White,1989,1.5L,1,891.99,ex-VAT,Loose
Philipponnat,,Clos des Goisses,Champagne,White,2013,75cl,12,157.41,ex-VAT,OWC
Jacques Frederic Mugnier,,Musigny,Burgundy,Red,1996,1.5L,6,6296.4,ex-VAT,OC
Macallan,,Classic Cut,Scotland,,2022,75cl,12,99.69300000000001,ex-VAT,GB_OC
Springbank,,10YO - Local Barley Sherry,Scotland,,2022,75cl,18,341.055,ex-VAT,GB_OC
Domaine Faiveley,,Chambertin Clos De Beze,Burgundy,Red,2014,75cl,12,209.88,ex-VAT,OWC
Jacques Frederic Mugnier,,Bonnes Mares,Burgundy,Red,2013,75cl,3,891.99,ex-VAT,OWC
Comte Armand,,Pommard Clos Epeneaux,Burgundy,Red,1999,75cl,6,131.17499999999998,ex-VAT,OWC
Petrus,,,Bordeaux,Red,2020,75cl,3,3567.96,ex-VAT,OWC
Nervi,,Gattinara Vigna Molsino,Piedmont,Red,2018,75cl,,73.458,ex-VAT,OC
Domaine Faiveley,,Chambertin Clos De Beze Ouvrees Rodin,Burgundy,Red,2020,75cl,3,629.64,ex-VAT,OC_OWC
Hubert Lamy,,Criots Batard Montrachet Haute Densite,Burgundy,White,2015,75cl,1,3148.2,ex-VAT,Loose
Hubert Lamy,,Criots Batard Montrachet Haute Densite,Burgundy,White,2015,75cl,2,3043.26,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,2005,75cl,2,1364.22,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,2005,75cl,1,1364.22,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1999,75cl,10,2466.09,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1993,6L,1,20988.0,ex-VAT,OWC
Meo Camuzet,,Vosne Romanee Brulees,Burgundy,Red,2020,75cl,3,629.64,ex-VAT,OC
Le Pin,,,Bordeaux,Red,1989,75cl,8,2623.5,ex-VAT,OWC
Jacques Frederic Mugnier,,Musigny,Burgundy,Red,2005,75cl,5,3148.2,ex-VAT,Loose
Bouchard Pere et Fils,,Corton Charlemagne Blanc,Burgundy,White,2020,75cl,30,167.904,ex-VAT,OC_OWC
Montevertine,,Pergole Torte,Tuscany,Red,2019,1.5L,6,498.4649999999999,ex-VAT,OWC
Cheval Blanc,,,Bordeaux,Red,1947,37.5cl,2,8395.199999999999,ex-VAT,Loose
Moillard-Grivot,,Echezeaux Grand Cru,Burgundy,Red,1952,75cl,24,524.6999999999999,ex-VAT,OC
La Spinetta,,Barolo Campe,Piedmont,Red,2019,75cl,18,83.952,ex-VAT,OWC
Domaine Faiveley,,Musigny,Burgundy,Red,2012,75cl,1,2728.44,ex-VAT,OWC
Karuizawa,,27YO - Cask 7914,Karuizawa,,1984,70cl,1,8605.08,ex-VAT,GB
Egly-Ouriet,,Brut Millesime,Champagne,White,2013,75cl,6,734.58,ex-VAT,OC
Nicolas Maillart,,Assortment,Champagne,White,2019,4.5L,10,419.76,ex-VAT,OWC
Montevertine,,Pergole Torte,Tuscany,Red,2020,75cl,48,199.38600000000002,ex-VAT,OWC
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,2020,75cl,12,131.17499999999998,ex-VAT,OC
Sine Qua Non,,Eleven Confessions,California,Red,2019,4.5L,4,1993.8599999999997,ex-VAT,OWC
Dalwhinnie,,15YO,Scotland,,NV,70cl,,22.0374,ex-VAT,GB_OC
Laphroaig,,Cask Strength 25YO,Scotland,,2022,70cl,12,335.808,ex-VAT,OC_OWC
Ramonet,,Chassagne Montrachet Ruchottes,Burgundy,White,2020,75cl,12,341.055,ex-VAT,OC
Ramonet,,Chassagne Montrachet Ruchottes,Burgundy,White,2020,75cl,6,341.055,ex-VAT,OC
Fontodi,,Flaccianello Pieve,Tuscany,Red,2019,75cl,30,83.952,ex-VAT,OC
Jacques Frederic Mugnier,,Bonnes Mares,Burgundy,Red,2020,75cl,6,1049.3999999999999,ex-VAT,OWC
Sassicaia,,,Tuscany,Red,2020,75cl,96,199.38600000000002,ex-VAT,OWC
Screaming Eagle,,,California,Red,2020,75cl,36,2046.33,ex-VAT,OWC
Screaming Eagle,,,California,Red,2019,1.5L,1,5089.59,ex-VAT,OWC
Frederic Esmonin,,Ruchottes-Chambertin Ruchottes Chambertin Grand Cru,Burgundy,Red,2020,75cl,36,115.434,ex-VAT,OC
Frederic Esmonin,,Mazis-Chambertin Grand Cru,Burgundy,Red,2019,75cl,24,110.18699999999998,ex-VAT,OC
de Montille,,Chevalier-Montrachet Grand Cru,Burgundy,White,2012,1.5L,1,1049.3999999999999,ex-VAT,Loose
Domaine Dujac,,Romanee Saint Vivant,Burgundy,Red,2017,1.5L,1,3672.9,ex-VAT,Loose
Joh. Jos. Prum,,Graacher Himmelreich Riesling Spatlese,Mosel,White,2006,75cl,43,52.47,ex-VAT,OC
Cheval Blanc,,,Bordeaux,Red,2010,75cl,12,787.05,ex-VAT,OWC
Castello Di Ama,,Chianti Classico Bellavista Gran Selezione,Tuscany,Red,2020,75cl,12,152.16299999999998,ex-VAT,OC_OWC
Castello Di Ama,,Apparita,Tuscany,Red,2020,75cl,18,157.41,ex-VAT,OC_OWC
Krug,,Grande Cuvee NV,Champagne,White,NV,75cl,2,524.6999999999999,ex-VAT,OC
Georges Roumier,,Morey Saint Denis Bussiere,Burgundy,Red,2005,75cl,12,524.6999999999999,ex-VAT,OC
Emmanuel Rouget,,Echezeaux,Burgundy,Red,2020,1.5L,1,1049.3999999999999,ex-VAT,Loose
Emmanuel Rouget,,Vosne Romanee Cros Parantoux,Burgundy,Red,2020,1.5L,1,3672.9,ex-VAT,Loose
Jim Beam,,Kentucky Straight Bourbon,Kentucky,,NV,70cl,,4.1976,ex-VAT,OC
Vietti,,Barolo Cerequio,Piedmont,Red,2019,75cl,12,167.904,ex-VAT,OWC
Vietti,,Barolo Cerequio,Piedmont,Red,2019,75cl,24,167.904,ex-VAT,OC_OWC
Vietti,,Barolo Ravera,Piedmont,Red,2019,75cl,12,183.645,ex-VAT,OWC
Vietti,,Barolo Brunate,Piedmont,Red,2019,75cl,3,173.151,ex-VAT,OWC
Vietti,,Barolo Brunate,Piedmont,Red,2019,75cl,24,173.151,ex-VAT,OC_OWC
Vietti,,Barolo Brunate,Piedmont,Red,2019,75cl,6,173.151,ex-VAT,OC
Bollinger,,Vieilles Vignes Francaises,Champagne,White,2004,75cl,2,1101.87,ex-VAT,OC_OWC
Bollinger,,Vieilles Vignes Francaises,Champagne,White,2004,75cl,3,1101.87,ex-VAT,OC
Talisker,,30YO,Scotland,,2023,70cl,48,682.11,ex-VAT,GB_OC
Moet & Chandon,,Dom Perignon,Champagne,White,1964,1.5L,1,3095.73,ex-VAT,Loose
Salon,,Mesnil,Champagne,White,2013,75cl,21,839.52,ex-VAT,OC_OWC
Salon,,Mesnil,Champagne,White,2013,75cl,2,839.52,ex-VAT,OC_OWC
Louis Roederer,,Cristal Rose,Champagne,Rosé,2014,75cl,12,367.29,ex-VAT,GB_OC
Salon,,Mesnil,Champagne,White,2013,1.5L,4,1783.98,ex-VAT,OC_OWC
Ramonet,,Chassagne Montrachet Clos Cailleret Monopole,Burgundy,White,2020,75cl,6,314.82,ex-VAT,OC
Guy Amiot,,Puligny Montrachet Demoiselles,Burgundy,White,2021,75cl,2,183.645,ex-VAT,OC
Joseph Drouhin,,Musigny,Burgundy,Red,2020,75cl,6,813.2849999999999,ex-VAT,OWC
Joseph Drouhin,,Musigny,Burgundy,Red,2020,75cl,3,891.99,ex-VAT,OWC
Macallan,,Double Cask 18YO,Scotland,,2023,70cl,52,188.89200000000002,ex-VAT,GB_OC
Macallan,,Sherry Oak 18YO,Scotland,,2023,70cl,12,272.84400000000005,ex-VAT,GB_OC
Talisker,,Wilder Seas (Parley),Scotland,,2023,70cl,2,39.3525,ex-VAT,OC
Meo Camuzet,,Vosne Romanee Cros Parantoux,Burgundy,Red,2020,75cl,2,1731.5100000000002,ex-VAT,OC
GD Vajra,,Barolo Bricco Viole,Piedmont,Red,2019,75cl,54,68.21100000000001,ex-VAT,OC
Krug,,Vintage Brut,Champagne,White,2004,1.5L,2,734.58,ex-VAT,OC_OWC
Prieure Roch,,Vosne-Romanee Le Clos Goillotte,Burgundy,Red,2020,75cl,6,1049.3999999999999,ex-VAT,OC
Hospices de Beaune,,Beaune 1er Cru Cuvee Maurice Drouhin,Burgundy,Red,2021,75cl,97,104.94,ex-VAT,OC
Stella di Campalto (Podere S.Giuseppe),,Brunello di Montalcino DOCG “VCLC”,Tuscany,Red,2016,1.5L,2,839.52,ex-VAT,OC
Marquis d'Angerville,,Volnay Clos Ducs,Burgundy,Red,2009,75cl,8,251.856,ex-VAT,OC
Marquis d'Angerville,,Volnay Clos Ducs,Burgundy,Red,2009,3L,2,1101.87,ex-VAT,OWC
Hundred Acre,,The Ark Vineyard,California,Red,2018,75cl,6,445.995,ex-VAT,OWC
Macallan,,Double Cask 30YO,Scotland,,2023,70cl,1,2518.56,ex-VAT,OC_OWC
Macallan,,Double Cask 30YO,Scotland,,2023,70cl,2,2203.74,ex-VAT,OC_OWC
Domaine Dujac,,Romanee Saint Vivant,Burgundy,Red,2021,75cl,6,1888.92,ex-VAT,OWC
Domaine Dujac,,Romanee Saint Vivant,Burgundy,Red,2021,1.5L,3,3935.25,ex-VAT,OWC
Armand Rousseau,,Gevrey Chambertin Lavaux St Jacques,Burgundy,Red,2020,75cl,6,629.64,ex-VAT,OC
Laurent Perrier,,Grand Siecle Iteration N°26,Champagne,White,NV,75cl,,136.42200000000003,ex-VAT,OC
Lafite Rothschild,,,Bordeaux,Red,1949,75cl,1,2098.7999999999997,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1949,75cl,2,2098.7999999999997,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1949,75cl,1,2098.7999999999997,ex-VAT,Loose
Louis Jadot,,Musigny,Burgundy,Red,2020,75cl,1,708.345,ex-VAT,Loose
Bizot,,Echezeaux,Burgundy,Red,2021,75cl,6,3148.2,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,1989,1.5L,3,1364.22,ex-VAT,OC
Coche Dury,,Puligny Montrachet Enseigneres,Burgundy,White,2008,75cl,2,1416.69,ex-VAT,Loose
Mouton Rothschild,,,Bordeaux,Red,1959,75cl,6,8395.199999999999,ex-VAT,OWC
Georges Roumier (Michel Bonnefond),,Ruchottes Chambertin,Burgundy,Red,2018,75cl,1,787.05,ex-VAT,Loose
Louis Roederer,,Cristal Rose,Champagne,Rosé,1989,1.5L,1,2256.21,ex-VAT,OWC
Brora,,30YO – 2nd release,Highlands,,1973,70cl,1,1888.92,ex-VAT,GB
Lafite Rothschild,,,Bordeaux,Red,1945,75cl,1,3672.9,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1945,75cl,1,3672.9,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,1948,75cl,1,6821.1,ex-VAT,Loose
Georges Roumier,,Chambolle Musigny Amoureuses,Burgundy,Red,2020,75cl,3,2938.32,ex-VAT,Loose
Michel Lafarge,,Volnay,Burgundy,Red,2000,75cl,6,146.916,ex-VAT,Loose
Michel Lafarge,,Volnay,Burgundy,Red,2001,75cl,3,146.916,ex-VAT,Loose
Taittinger,,Comtes Champagne,Champagne,White,2013,75cl,,120.68100000000003,ex-VAT,OC
Taittinger,,Comtes Champagne,Champagne,White,2013,75cl,23,115.434,ex-VAT,GB_OC
Roseisle,,12YO - The Origami Kite,Speyside,,2023,70cl,,41.976,ex-VAT,GB_OC
d'Auvenay,,Auxey Duresses Macabrée,Burgundy,White,2018,75cl,3,3935.25,ex-VAT,OWC
d'Auvenay,,Bourgogne Aligote Sous Chatelet,Burgundy,White,2018,75cl,3,2098.7999999999997,ex-VAT,OWC
Emmanuel Rouget,,Vosne Romanee,Burgundy,Red,1995,75cl,24,472.23,ex-VAT,OC
Georges Roumier,,Chambolle Musigny,Burgundy,Red,1991,75cl,10,944.46,ex-VAT,Loose
Georges Roumier,,Chambolle Musigny,Burgundy,Red,1991,75cl,2,891.99,ex-VAT,Loose
Le Pin,,,Bordeaux,Red,1988,75cl,12,1888.92,ex-VAT,OWC
Flor Pingus,,,Castilla y Leon,Red,2022,75cl,114,78.705,ex-VAT,OC
Lafleur,,,Bordeaux,Red,1986,75cl,21,577.17,ex-VAT,OWC
Lafleur,,,Bordeaux,Red,1986,75cl,12,550.935,ex-VAT,OWC
Joseph Drouhin,,Chambolle-Musigny 1er Cru,Burgundy,Red,1985,75cl,12,419.76,ex-VAT,Loose
Johnnie Walker,,Blue Label – Elusive Umami,Scotland,,NV,70cl,1,173.151,ex-VAT,GB_OC
Tullamore Dew,,Triple Distilled,Ireland,,NV,70cl,,5.50935,ex-VAT,OC
Clynelish,,14YO,Scotland,,NV,70cl,,25.7103,ex-VAT,GB_OC
Hibiki,,21YO – 100th Anniversary,Hibiki,,NV,70cl,15,2828.133,ex-VAT,OC_OWC
Mouton Rothschild,,,Bordeaux,Red,1955,75cl,3,3672.9,ex-VAT,Loose
Gros Frere et Soeur,,Richebourg,Burgundy,Red,1978,75cl,5,1783.98,ex-VAT,Loose
Talisker,,45YO – Glacial Edge,Scotland,,NV,70cl,2,2098.7999999999997,ex-VAT,OC_OWC
Lafite Rothschild,,,Bordeaux,Red,1952,75cl,12,1888.92,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1952,75cl,1,1888.92,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1952,75cl,2,1888.92,ex-VAT,Loose
Castello Di Ama,,Chianti Classico Casuccia,Tuscany,Red,1985,75cl,1,209.88,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1955,75cl,11,970.695,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1955,75cl,12,2466.09,ex-VAT,Loose
Margaux,,,Bordeaux,Red,1983,6L,1,5771.7,ex-VAT,OWC
Comte Vogue,,Musigny Vv,Burgundy,Red,1982,75cl,1,629.64,ex-VAT,Loose
DRC,,Assortment,Burgundy,,2020,5.25L,1,36729.0,ex-VAT,OWC
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,2009,75cl,10,288.585,ex-VAT,OC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2010,75cl,6,865.7550000000001,ex-VAT,OWC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2011,75cl,6,498.4649999999999,ex-VAT,OWC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2014,75cl,6,550.935,ex-VAT,OWC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2017,75cl,3,577.17,ex-VAT,OC_OWC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2017,75cl,3,577.17,ex-VAT,OWC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2018,75cl,3,577.17,ex-VAT,OC_OWC
Comtes Lafon,,Meursault Goutte d'Or,Burgundy,White,2005,75cl,12,367.29,ex-VAT,OC
Comtes Lafon,,Meursault Genevrieres,Burgundy,White,2001,75cl,1,472.23,ex-VAT,Loose
Comtes Lafon,,Meursault Genevrieres,Burgundy,White,2001,75cl,1,472.23,ex-VAT,Loose
Potinet Ampeau,,Puligny-Montrachet Champ Gain Premier Cru,Burgundy,White,2017,75cl,66,73.458,ex-VAT,OC
Montrose,,,Bordeaux,Red,1961,75cl,12,1101.87,ex-VAT,OWC
Glenrothes,,11YO Cask Strength,Scotland,,2012,70cl,,41.451299999999996,ex-VAT,GB_OC
Comtes Lafon,,Meursault Genevrieres,Burgundy,White,2000,75cl,3,472.23,ex-VAT,Loose
Sassicaia,,,Tuscany,Red,2021,75cl,66,251.856,ex-VAT,OWC
Sassicaia,,,Tuscany,Red,2021,1.5L,4,734.58,ex-VAT,OWC
Latour,,,Bordeaux,Red,1986,75cl,12,498.4649999999999,ex-VAT,OWC
Rayas,,Chateauneuf du Pape Pignan,Rhone,Red,1978,75cl,1,839.52,ex-VAT,Loose
Cappellano,,Barolo Pie Franco,Piedmont,Red,2014,1.5L,2,1154.34,ex-VAT,OWC
Kilbeggan,,6YO,Ireland,,NV,70cl,,10.494,ex-VAT,OC
Domaine Dujac,,Clos de la Roche,Burgundy,Red,1994,75cl,1,1206.81,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,1995,75cl,8,2098.7999999999997,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,1995,75cl,2,2098.7999999999997,ex-VAT,Loose
Domaine Ponsot,,Corton-Charlemagne Grand Cru,Burgundy,White,2015,75cl,6,278.09099999999995,ex-VAT,OC_OWC
Domaine Dujac,,Chambolle Musigny Les Gruenchers,Burgundy,Red,2009,75cl,6,472.23,ex-VAT,OC
Domaine Chevalier Blanc,,Vertical,Bordeaux,White,NV,9L,1,1311.75,ex-VAT,OWC
de Montille,,Corton-Charlemagne Grand Cru,Burgundy,White,2014,1.5L,3,367.29,ex-VAT,OC
Georges Mugneret,,Clos Vougeot,Burgundy,Red,1988,75cl,1,603.405,ex-VAT,Loose
Screaming Eagle,,,California,Red,2021,75cl,9,2308.68,ex-VAT,OWC
Domaine Leroy,,Nuits Saint Georges,Burgundy,Red,2015,75cl,12,3830.3100000000004,ex-VAT,OWC
La Ragnaie,,Brunello di Montalcino,Tuscany,Red,2019,75cl,25,43.0254,ex-VAT,OC
La Ragnaie,,Brunello di Montalcino Ragnaie V.V.,Tuscany,Red,2019,75cl,23,110.18699999999998,ex-VAT,OC
La Ragnaie,,Toscana Passo Del Lume Spento,Tuscany,Red,2019,75cl,78,94.44600000000001,ex-VAT,OC
Gonon,,Saint-Joseph,Rhone,Red,2021,75cl,24,104.94,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,1989,1.5L,2,1206.81,ex-VAT,Loose
Pierre Girardin,,Nuits-Saint-Georges Les Damodes,Burgundy,Red,2022,75cl,9,73.458,ex-VAT,OC
Lafite Rothschild,,,Bordeaux,Red,1955,1.5L,2,3672.9,ex-VAT,Loose
Marquis d'Angerville,,Volnay Clos Ducs,Burgundy,Red,1972,75cl,3,682.11,ex-VAT,Loose
Spiegelau,,Red wine glas (2-Pack),,,NV,-0.1cl,6,10.494,ex-VAT,Loose
Henri Giraud,,Fut de Chene MV19 Grand Cru Brut,Champagne,White,NV,75cl,30,120.68100000000003,ex-VAT,OC
Vega Sicilia,,Unico,Castilla y Leon,Red,1967,75cl,1,1049.3999999999999,ex-VAT,Loose
Pommery,,Brut Millesime,Champagne,White,1964,3L,1,2361.15,ex-VAT,Loose
Roulot,,Meursault Boucheres,Burgundy,White,2017,1.5L,2,996.9299999999998,ex-VAT,OC
de Montille,,Vosne Romanee Malconsorts Christiane,Burgundy,Red,2019,75cl,6,682.11,ex-VAT,OC
DRC,,Romanee Conti,Burgundy,Red,1998,75cl,1,15741.0,ex-VAT,Loose
DRC,,Romanee Conti,Burgundy,Red,1998,75cl,2,15688.530000000002,ex-VAT,Loose
Conseillante,,,Bordeaux,Red,1943,75cl,1,524.6999999999999,ex-VAT,Loose
Montevertine,,Pergole Torte,Tuscany,Red,2016,75cl,6,283.33799999999997,ex-VAT,OWC
d'Arenberg,,The Dead Arm Shiraz,South Australia,Red,2001,75cl,71,73.458,ex-VAT,OC
Marquis d'Angerville,,Volnay Fremiets,Burgundy,Red,2021,75cl,18,99.69300000000001,ex-VAT,OC
Marquis d'Angerville,,Volnay Taillepieds,Burgundy,Red,2021,75cl,6,99.69300000000001,ex-VAT,OC
Marquis d'Angerville,,Volnay Champans,Burgundy,Red,2021,75cl,36,99.69300000000001,ex-VAT,OC
Henri Boillot,,Meursault Clos Richemont,Burgundy,Red,2022,75cl,18,157.41,ex-VAT,OC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2022,75cl,36,157.41,ex-VAT,OC
Dauvissat Camus,,Chablis Clos,Burgundy,White,2009,75cl,6,325.314,ex-VAT,OC
Hendricks,,Lunar,Scotland,,NV,70cl,,15.58359,ex-VAT,OC
Guillaime Boillot,,Bourgogne Corvée Aux Moines Blanc,Burgundy,White,2022,75cl,12,68.21100000000001,ex-VAT,OC
Guigal,,Cote Rotie Landonne,Rhone,Red,1984,75cl,5,288.585,ex-VAT,Loose
Guigal,,Cote Rotie Mouline,Rhone,Red,1984,75cl,9,288.585,ex-VAT,Loose
Johnnie Walker,,Red Label,Scotland,,NV,20cl,3,2.36115,ex-VAT,OC
Guy Amiot,,Chassagne Montrachet Vergers,Burgundy,White,2022,75cl,16,83.952,ex-VAT,OC
Domaine Dujac,,Morey Saint Denis,Burgundy,Red,2005,75cl,1,367.29,ex-VAT,Loose
Tignanello,,,Tuscany,Red,2021,75cl,6,120.68100000000003,ex-VAT,OC
Nicolas Maillart,,Jolivettes,Champagne,White,2019,75cl,78,78.705,ex-VAT,OC
Arnaud Ente,,Meursault Blanc,Burgundy,White,2019,75cl,30,472.23,ex-VAT,OC
Genot Boulanger,,Meursault Boucheres,Burgundy,White,2020,75cl,12,115.434,ex-VAT,OC
Mondavi,,Opus One,California,Red,1982,1.5L,1,734.58,ex-VAT,Loose
Domaine Leflaive,,Batard Montrachet,Burgundy,White,1991,75cl,2,944.46,ex-VAT,Loose
Domaine Leflaive,,Puligny Montrachet Combettes,Burgundy,White,1990,75cl,1,629.64,ex-VAT,Loose
Armand Rousseau,,Gevrey Chambertin,Burgundy,Red,1987,75cl,4,472.23,ex-VAT,Loose
Prieure Roch,,Vosne-Romanee Clous,Burgundy,Red,2010,1.5L,1,1574.1,ex-VAT,Loose
Hospice de Beaune,,Cuvee Maurice Drouhin,Burgundy,,1980,75cl,1,157.41,ex-VAT,Loose
Billecart Salmon,,Nicolas Francois,Champagne,White,2008,75cl,24,125.928,ex-VAT,OC
San Giusto,,Percarlo,Tuscany,Red,2020,75cl,24,94.44600000000001,ex-VAT,OC
San Giusto,,Percarlo,Tuscany,Red,2020,1.5L,7,183.645,ex-VAT,OC_OWC
