Producer,Appellation,Cuvée / Wine,Region,Colour,Vintage,Format,Qty,Price/bottle,Price basis,Packaging / note
Domaine Leroy,,Nuits Saint Georges Allots,Burgundy,Red,2009,75cl,1,4197.599999999999,ex-VAT,Loose
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,2014,75cl,12,1993.8599999999997,ex-VAT,OC
DRC,,Romanee Saint Vivant,Burgundy,Red,2005,75cl,3,3148.2,ex-VAT,Loose
DRC,,Romanee Saint Vivant,Burgundy,Red,2005,75cl,1,3148.2,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,2005,75cl,1,2938.32,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,2005,75cl,1,2938.32,ex-VAT,Loose
Domaine Leroy,,Savigny Beaune Narbantons,Burgundy,Red,2015,75cl,3,3882.78,ex-VAT,OWC
Domaine Leroy,,Savigny Beaune Narbantons,Burgundy,Red,2015,75cl,6,3882.78,ex-VAT,OWC
Domaine Leroy,,Pommard Vignots,Burgundy,Red,2015,75cl,6,3148.2,ex-VAT,OWC
Domaine Leroy,,Nuits Saint Georges Rouge,Burgundy,Red,2015,75cl,6,3095.73,ex-VAT,OWC
Domaine Leroy,,Nuits Saint Georges Boudots,Burgundy,Red,2011,75cl,3,3148.2,ex-VAT,OWC
Domaine Leroy,,Vosne Romanee Beaumonts,Burgundy,Red,2015,75cl,3,5037.12,ex-VAT,OWC
Domaine Leroy,,Vosne Romanee Beaumonts,Burgundy,Red,2015,75cl,6,6296.4,ex-VAT,OWC
Mouton Rothschild,,,Bordeaux,Red,1945,75cl,1,23086.8,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1981,75cl,1,1783.98,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1959,75cl,12,6821.1,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1959,75cl,1,5771.7,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,1961,75cl,4,3410.55,ex-VAT,Loose
Comte Vogue,,Musigny Vv,Burgundy,Red,1991,75cl,5,996.9299999999998,ex-VAT,Loose
Comte Vogue,,Musigny Vv,Burgundy,Red,1991,75cl,5,891.99,ex-VAT,Loose
Comte Vogue,,Musigny Vv,Burgundy,Red,1991,75cl,3,996.9299999999998,ex-VAT,Loose
Petrus,,,Bordeaux,Red,2009,75cl,9,3358.08,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,1999,75cl,2,7345.8,ex-VAT,Loose
Domaine Leroy,,Richebourg,Burgundy,Red,2015,75cl,3,13642.2,ex-VAT,OWC
Riedel,,OW Pinot 0449/07,Denmark,,NV,-0.1cl,84,13.642199999999999,ex-VAT,OC
Riedel,,OW Shiraz 0449/41,Denmark,,NV,-0.1cl,12,13.642199999999999,ex-VAT,OC
DRC,,Echezeaux,Burgundy,Red,2010,75cl,1,2938.32,ex-VAT,Loose
Cos d'Estournel,,,Bordeaux,Red,2016,3L,6,734.58,ex-VAT,OWC
DRC,,La Tache,Burgundy,Red,1992,75cl,1,3830.3100000000004,ex-VAT,Loose
Haut Brion,,,Bordeaux,Red,1989,1.5L,1,4722.3,ex-VAT,Loose
Haut Brion,,,Bordeaux,Red,1989,1.5L,1,4722.3,ex-VAT,Loose
Domaine Leroy,,Richebourg,Burgundy,Red,2013,75cl,3,8132.85,ex-VAT,OWC
Ausone,,,Bordeaux,Red,1989,75cl,5,409.26599999999996,ex-VAT,Loose
La Mission Haut Brion,,,Bordeaux,Red,1982,75cl,15,891.99,ex-VAT,Loose
Latour,,,Bordeaux,Red,1993,75cl,2,367.29,ex-VAT,Loose
Latour,,,Bordeaux,Red,1993,75cl,2,367.29,ex-VAT,Loose
Mouton Rothschild,,,Bordeaux,Red,1973,75cl,1,367.29,ex-VAT,Loose
Armand Rousseau,,Chambertin,Burgundy,Red,1980,75cl,1,3830.3100000000004,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,1985,75cl,8,5247.0,ex-VAT,Loose
Moet & Chandon,,Dom Perignon,Champagne,White,2004,75cl,6,167.904,ex-VAT,GB_OC
Moet & Chandon,,Dom Perignon,Champagne,White,2004,75cl,2,167.904,ex-VAT,GB
DRC,,Echezeaux,Burgundy,Red,1996,75cl,1,2623.5,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,2009,6L,1,7870.5,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1995,75cl,24,2623.5,ex-VAT,OWC
Pavie,,,Bordeaux,Red,2005,75cl,12,314.82,ex-VAT,OWC
DRC,,Assortment,France,,1995,9L,1,52470.00000000001,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1983,1.5L,1,4092.66,ex-VAT,Loose
Lafleur,,,Bordeaux,Red,1990,1.5L,3,3515.49,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1978,75cl,1,1679.04,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1978,75cl,2,1469.16,ex-VAT,Loose
Moet & Chandon,,Dom Perignon,Champagne,White,1985,1.5L,2,1154.34,ex-VAT,Loose
Georges Mugneret Gibourg,,Ruchottes Chambertin,Burgundy,Red,2015,75cl,6,865.7550000000001,ex-VAT,OC
Ausone,,,Bordeaux,Red,2000,75cl,24,813.2849999999999,ex-VAT,OWC
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,1990,1.5L,2,1993.8599999999997,ex-VAT,GB
Haut Brion Blanc,,,Bordeaux,White,1985,75cl,1,734.58,ex-VAT,Loose
Meo Camuzet,,Vosne Romanee Brulees,Burgundy,Red,2013,75cl,3,472.23,ex-VAT,Loose
Meo Camuzet,,Vosne Romanee Brulees,Burgundy,Red,2014,75cl,1,472.23,ex-VAT,Loose
Domaine Leroy,,Musigny,Burgundy,Red,2011,75cl,3,43550.1,ex-VAT,OWC
DRC,,Corton Rouge,Burgundy,Red,2015,75cl,2,2308.68,ex-VAT,Loose
DRC,,Corton Rouge,Burgundy,Red,2015,75cl,1,2203.74,ex-VAT,Loose
Lambrays,,Clos Lambrays,Burgundy,Red,2015,75cl,36,288.585,ex-VAT,OWC
Meo Camuzet,,Vosne Romanee Cros Parantoux,Burgundy,Red,2015,75cl,3,2308.68,ex-VAT,OC
Domaine Leflaive,,Bienvenues Batard Montrachet,Burgundy,White,2010,75cl,5,891.99,ex-VAT,OWC
Jean-Jacques Confuron,,Romanee Saint Vivant,Burgundy,Red,2009,1.5L,1,996.9299999999998,ex-VAT,Loose
Domaine Leroy,,Latricieres Chambertin,Burgundy,Red,2007,75cl,1,3935.25,ex-VAT,Loose
Domaine Leroy,,Clos Roche,Burgundy,Red,2009,75cl,2,4722.3,ex-VAT,Loose
Louis Roederer,,Cristal,Champagne,White,2008,75cl,12,241.36200000000005,ex-VAT,GB_OC
Louis Roederer,,Cristal Rose,Champagne,Rosé,2008,75cl,3,734.58,ex-VAT,GB_OC
Louis Roederer,,Cristal Rose,Champagne,Rosé,2008,75cl,4,734.58,ex-VAT,GB
DRC,,La Tache,Burgundy,Red,1990,1.5L,1,17839.8,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,1990,1.5L,2,17839.8,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,1990,1.5L,1,17839.8,ex-VAT,Loose
Nikka,,Taketsuru Pure Malt,Nikka,,NV,70cl,,26.235,ex-VAT,GB_OC
Lafite Rothschild,,,Bordeaux,Red,1982,75cl,5,1574.1,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1982,75cl,2,1311.75,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1982,75cl,2,787.05,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1982,75cl,1,524.6999999999999,ex-VAT,Loose
DRC,,Romanee Saint Vivant,Burgundy,Red,1985,75cl,3,2623.5,ex-VAT,Loose
DRC,,Romanee Conti,Burgundy,Red,1997,1.5L,1,29383.2,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,1955,75cl,1,3148.2,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,1984,75cl,1,3935.25,ex-VAT,Loose
Georges Roumier,,Bonnes Mares,Burgundy,Red,2003,75cl,1,1154.34,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,1947,75cl,1,25185.6,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,2015,75cl,2,2780.91,ex-VAT,OWC
DRC,,Grands Echezeaux,Burgundy,Red,1969,75cl,1,1574.1,ex-VAT,Loose
Armand Rousseau,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,2016,75cl,6,1311.75,ex-VAT,OC
Armand Rousseau,,Gevrey Chambertin Clos Chateau,Burgundy,Red,2016,75cl,6,577.17,ex-VAT,OC
Pingus,,,Castilla y Leon,Red,1999,75cl,1,734.58,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,2015,75cl,1,5247.0,ex-VAT,Loose
Coche Dury,,Corton Charlemagne Blanc,Burgundy,White,2012,75cl,3,5037.12,ex-VAT,Loose
Montrose,,,Bordeaux,Red,1989,75cl,6,472.23,ex-VAT,Loose
Jacky Truchot,,Clos Roche,Burgundy,Red,2005,75cl,1,2203.74,ex-VAT,Loose
Krug,,Clos Ambonnay,Champagne,White,2002,75cl,2,2728.44,ex-VAT,OC_OWC
Krug,,Clos Ambonnay,Champagne,White,2002,75cl,11,2623.5,ex-VAT,OWC
Krug,,Clos Ambonnay,Champagne,White,2002,75cl,1,2413.62,ex-VAT,OC_OWC
Mouton Rothschild,,,Bordeaux,Red,2000,5L,3,11018.7,ex-VAT,OWC
Perrier Jouet,,Belle Epoque,Champagne,White,2008,75cl,24,157.41,ex-VAT,OC
Cheval Blanc,,,Bordeaux,Red,1953,75cl,2,1574.1,ex-VAT,Loose
Hakushu,,18YO,Hakushu,,NV,70cl,120,472.23,ex-VAT,GB_OC
Krug,,Clos du Mesnil,Champagne,White,2003,75cl,8,1049.3999999999999,ex-VAT,OWC
Krug,,Clos du Mesnil,Champagne,White,2003,75cl,2,1049.3999999999999,ex-VAT,OC_OWC
d'Auvenay,,Auxey Duresses Blanc,Burgundy,White,2007,75cl,1,4459.95,ex-VAT,Loose
d'Auvenay,,Meursault Narvaux,Burgundy,White,2007,75cl,1,6296.4,ex-VAT,Loose
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,2012,1.5L,1,4984.65,ex-VAT,Loose
Moet & Chandon,,Dom Perignon,Champagne,White,2008,75cl,42,188.89200000000002,ex-VAT,OC
Weingut Keller,,Assortment,Rheinhessen,White,2016,9L,1,4197.599999999999,ex-VAT,OWC
Screaming Eagle,,,California,Red,1994,75cl,3,3672.9,ex-VAT,OWC
Screaming Eagle,,,California,Red,1996,75cl,1,2833.38,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1980,75cl,3,1783.98,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1980,75cl,1,1679.04,ex-VAT,Loose
Maison Leroy,,Pommard,Burgundy,Red,1983,75cl,1,787.05,ex-VAT,Loose
Maison Leroy,,Pommard,Burgundy,Red,1983,75cl,1,787.05,ex-VAT,Loose
Petrus,,,Bordeaux,Red,2009,75cl,6,3567.96,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1969,75cl,1,1888.92,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1969,75cl,1,1888.92,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1969,75cl,2,1888.92,ex-VAT,Loose
DRC,,Romanee Saint Vivant,Burgundy,Red,2002,75cl,6,3253.1399999999994,ex-VAT,OWC
DRC,,La Tache,Burgundy,Red,2003,75cl,1,4722.3,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,2005,1.5L,1,6821.1,ex-VAT,Loose
Armand Brignac,,Brut Gold,Champagne,White,NV,75cl,1,178.398,ex-VAT,Loose
Taittinger,,Comtes Champagne,Champagne,White,2007,75cl,36,125.928,ex-VAT,OC
Domaine Faiveley,,Chambertin Clos De Beze Ouvrees Rodin,Burgundy,Red,2016,75cl,6,734.58,ex-VAT,OWC
Ron Zacapa,,XO,Castilla y Leon,Red,NV,70cl,,62.964,ex-VAT,GB_OC
Convalmore,,32YO,Speyside,,1984,70cl,32,734.58,ex-VAT,GB_OC
Convalmore,,32YO,Speyside,,1984,70cl,3,734.58,ex-VAT,GB
Petrus,,,Bordeaux,Red,1992,75cl,2,2151.27,ex-VAT,Loose
Domaine Ponsot,,Clos Roche Vv,Burgundy,Red,2016,1.5L,9,708.345,ex-VAT,OWC
Krug,,Clos du Mesnil,Champagne,White,2004,75cl,3,1049.3999999999999,ex-VAT,OWC
Krug,,Clos du Mesnil,Champagne,White,2004,75cl,2,1049.3999999999999,ex-VAT,OC_OWC
Macallan,,Sherry Oak 18YO,Scotland,,1996,70cl,12,629.64,ex-VAT,GB_OC
Macallan,,Sherry Oak 18YO,Scotland,,1996,70cl,24,629.64,ex-VAT,GB_OC
DRC,,Romanee Saint Vivant,Burgundy,Red,2015,75cl,1,2728.44,ex-VAT,Loose
Highland Park,,30YO,Island,,2019,70cl,12,855.261,ex-VAT,OC_OWC
Comte Liger Belair,,Romanee,Burgundy,Red,2016,75cl,1,5509.35,ex-VAT,Loose
Joseph Phelps,,Insignia,California,Red,2015,75cl,18,209.88,ex-VAT,OWC
Sassicaia,,,Tuscany,Red,2016,75cl,48,367.29,ex-VAT,OWC
Sassicaia,,,Tuscany,Red,2016,75cl,6,367.29,ex-VAT,OWC
Salon,,Mesnil,Champagne,White,2007,75cl,18,787.05,ex-VAT,OWC
Salon,,Mesnil,Champagne,White,2007,1.5L,18,1626.5699999999997,ex-VAT,OWC
Hundred Acre,,Kayli Morgan,California,Red,2015,75cl,6,472.23,ex-VAT,OWC
Petrus,,,Bordeaux,Red,2006,75cl,1,2308.68,ex-VAT,Loose
Masseto,,,Tuscany,Red,2015,75cl,6,839.52,ex-VAT,OWC
Mouton Rothschild,,,Bordeaux,Red,1957,75cl,2,734.58,ex-VAT,Loose
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,1996,75cl,5,2361.15,ex-VAT,Loose
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,1996,75cl,3,2361.15,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1996,75cl,6,2571.03,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1996,75cl,12,2571.03,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1998,75cl,6,3043.26,ex-VAT,OWC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2015,75cl,6,708.345,ex-VAT,OWC
Arlot,,Romanee Saint Vivant,Burgundy,Red,2016,75cl,6,629.64,ex-VAT,OWC
Domaine Leroy,,Romanee Saint Vivant,Burgundy,Red,1998,75cl,1,4722.3,ex-VAT,Loose
Georges Roumier,,Bonnes Mares,Burgundy,Red,2000,75cl,1,1469.16,ex-VAT,Loose
Domaine Leroy,,Pommard Vignots,Burgundy,Red,2007,75cl,4,1574.1,ex-VAT,Loose
Domaine Leroy,,Romanee Saint Vivant,Burgundy,Red,2007,75cl,1,6821.1,ex-VAT,Loose
Domaine Leroy,,Vosne Romanee Beaumonts,Burgundy,Red,2011,75cl,9,3672.9,ex-VAT,OWC
Carruades Lafite,,,Bordeaux,Red,2000,75cl,12,236.115,ex-VAT,OWC
DRC,,Romanee Saint Vivant,Burgundy,Red,1986,75cl,1,2098.7999999999997,ex-VAT,Loose
Lafleur,,,Bordeaux,Red,1989,75cl,18,1311.75,ex-VAT,OWC
Coche Dury,,Corton Charlemagne Blanc,Burgundy,White,2000,75cl,1,4984.65,ex-VAT,Loose
DRC,,Romanee Saint Vivant,Burgundy,Red,2006,75cl,1,2623.5,ex-VAT,Loose
DRC,,Romanee Saint Vivant,Burgundy,Red,2006,75cl,1,2623.5,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,2011,1.5L,1,10494.0,ex-VAT,Loose
Coche Dury,,Corton Charlemagne Blanc,Burgundy,White,2009,75cl,2,4827.24,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,1990,75cl,1,3148.2,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,1990,75cl,1,3148.2,ex-VAT,Loose
Domaine Leroy,,Romanee Saint Vivant,Burgundy,Red,1991,75cl,1,6296.4,ex-VAT,Loose
Domaine Leroy,,Romanee Saint Vivant,Burgundy,Red,1991,75cl,3,6296.4,ex-VAT,Loose
Domaine Leroy,,Clos Vougeot,Burgundy,Red,2000,75cl,1,4197.599999999999,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,1991,75cl,1,2780.91,ex-VAT,Loose
DRC,,Echezeaux,Burgundy,Red,1991,75cl,2,2780.91,ex-VAT,Loose
Krug,,Clos du Mesnil,Champagne,White,2002,1.5L,5,4407.48,ex-VAT,OWC
Krug,,Clos du Mesnil,Champagne,White,2002,1.5L,1,4407.48,ex-VAT,OC_OWC
Georges Roumier,,Bonnes Mares,Burgundy,Red,2011,75cl,1,1049.3999999999999,ex-VAT,Loose
DRC,,Richebourg,Burgundy,Red,1991,75cl,1,3935.25,ex-VAT,Loose
Lambrays,,Clos Lambrays,Burgundy,Red,1999,1.5L,36,603.405,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1996,1.5L,1,4984.65,ex-VAT,Loose
Coche Dury,,Meursault Blanc,Burgundy,White,2016,75cl,4,839.52,ex-VAT,Loose
Mommessin,,Clos Tart,Burgundy,Red,2016,75cl,6,472.23,ex-VAT,OWC
DRC,,Romanee Conti,Burgundy,Red,2015,75cl,1,19938.6,ex-VAT,Loose
La Mission Haut Brion,,,Bordeaux,Red,1959,75cl,9,6821.1,ex-VAT,OWC
Comte Vogue,,Musigny Vv,Burgundy,Red,1999,75cl,18,996.9299999999998,ex-VAT,OWC
DRC,,Romanee Saint Vivant,Burgundy,Red,1990,75cl,3,3672.9,ex-VAT,Loose
Macallan,,25YO Anniversary,Speyside,,1964,75cl,1,4669.83,ex-VAT,OWC
Mouton Rothschild,,,Bordeaux,Red,1982,1.5L,2,2780.91,ex-VAT,Loose
Mouton Rothschild,,,Bordeaux,Red,1982,1.5L,1,2885.85,ex-VAT,Loose
Armand Rousseau,,Chambertin,Burgundy,Red,1990,75cl,9,4932.18,ex-VAT,Loose
Coche Dury,,Meursault Perrieres Blanc,Burgundy,White,2007,75cl,2,3043.26,ex-VAT,Loose
Coche Dury,,Meursault Perrieres Blanc,Burgundy,White,2007,75cl,1,3043.26,ex-VAT,Loose
Coche Dury,,Meursault Perrieres Blanc,Burgundy,White,2009,75cl,2,2780.91,ex-VAT,Loose
Comtes Lafon,,Montrachet,Burgundy,White,2005,75cl,2,2833.38,ex-VAT,OWC
Highland Park,,25YO,Island,,NV,70cl,24,299.079,ex-VAT,OC_OWC
Emmanuel Rouget,,Echezeaux,Burgundy,Red,2013,75cl,12,682.11,ex-VAT,OC
Pol Roger,,Sir Winston Churchill,Champagne,White,2008,75cl,12,209.88,ex-VAT,GB_OC
Petrus,,,Bordeaux,Red,2005,1.5L,2,7870.5,ex-VAT,OWC
Georges Roumier,,Musigny,Burgundy,Red,1991,75cl,1,13642.2,ex-VAT,Loose
Georges Roumier,,Musigny,Burgundy,Red,1996,75cl,2,11543.4,ex-VAT,Loose
Georges Roumier,,Musigny,Burgundy,Red,2001,75cl,1,11018.7,ex-VAT,Loose
Georges Roumier,,Musigny,Burgundy,Red,2001,75cl,1,11018.7,ex-VAT,Loose
Pingus,,,Castilla y Leon,Red,1998,75cl,12,629.64,ex-VAT,OWC
Salon,,Mesnil,Champagne,White,2007,75cl,36,787.05,ex-VAT,OWC
Dominus,,,California,Red,2015,75cl,12,209.88,ex-VAT,OWC
Ramonet,,Batard Montrachet,Burgundy,White,2016,75cl,6,918.225,ex-VAT,OWC
Montrose,,,Bordeaux,Red,1990,75cl,12,603.405,ex-VAT,OWC
Domaine Dujac,,Gevrey Chambertin Combottes,Burgundy,Red,2016,75cl,6,367.29,ex-VAT,OC
Brora,,30YO - 9th release,Coastal Highland,,1980,70cl,1,1888.92,ex-VAT,GB
Macallan,,Fine Oak 30YO,Speyside,,2011,70cl,3,3672.9,ex-VAT,GB
Macallan,,Fine Oak 30YO,Speyside,,2011,70cl,1,3672.9,ex-VAT,GB
Port Ellen,,22YO - 1st release,Islay,,1979,70cl,2,3043.26,ex-VAT,GB
Armand Rousseau,,Chambertin,Burgundy,Red,2004,75cl,1,2098.7999999999997,ex-VAT,Loose
Georges Roumier,,Musigny,Burgundy,Red,2011,75cl,2,8919.9,ex-VAT,Loose
Georges Roumier,,Musigny,Burgundy,Red,2011,75cl,2,8919.9,ex-VAT,Loose
Coche Dury,,Puligny Montrachet Enseigneres,Burgundy,White,2009,75cl,2,1416.69,ex-VAT,Loose
La Mission Haut Brion,,,Bordeaux,Red,1989,75cl,1,1259.28,ex-VAT,Loose
La Mission Haut Brion,,,Bordeaux,Red,1989,75cl,1,1206.81,ex-VAT,Loose
La Mission Haut Brion,,,Bordeaux,Red,1989,75cl,1,1206.81,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1998,1.5L,1,8395.199999999999,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1995,75cl,7,2413.62,ex-VAT,Loose
Moet & Chandon,,Dom Perignon Legacy,Champagne,White,2008,75cl,12,225.621,ex-VAT,OC
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,2016,75cl,2,2361.15,ex-VAT,Loose
Armand Rousseau,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,2016,75cl,3,1154.34,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,1953,1.5L,1,8395.199999999999,ex-VAT,Loose
Port Ellen,,24YO - 2nd release,Islay,,1978,70cl,1,1888.92,ex-VAT,Loose
Port Ellen,,28YO - 7th release,Islay,,1979,70cl,2,2518.56,ex-VAT,GB
Port Ellen,,29YO - 8th release,Islay,,1978,70cl,1,2518.56,ex-VAT,GB
Port Ellen,,30YO - 9th release,Islay,,1979,70cl,2,2518.56,ex-VAT,GB
Weingut Keller,,Assortment,Rheinhessen,White,2016,9L,1,4197.599999999999,ex-VAT,OWC
Port Ellen,,25YO - 4th release,Islay,,1978,70cl,3,2518.56,ex-VAT,GB
Port Ellen,,25YO - 5th release,Islay,,1979,70cl,1,2518.56,ex-VAT,GB
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,2014,1.5L,1,4459.95,ex-VAT,Loose
Coche Dury,,Meursault Blanc,Burgundy,White,2005,75cl,1,1311.75,ex-VAT,Loose
Perrier Jouet,,Belle Epoque,Champagne,White,2012,75cl,,120.68100000000003,ex-VAT,OC
Macallan,,Speymalt,Speyside,,1940,70cl,1,8395.199999999999,ex-VAT,GB
Jean-Jacques Confuron,,Romanee Saint Vivant,Burgundy,Red,2008,1.5L,2,813.2849999999999,ex-VAT,Loose
Prieure Roch,,Chambertin Clos De Beze,Burgundy,Red,2016,75cl,6,1206.81,ex-VAT,OC
Prieure Roch,,Vosne Romanee Clos Goillotte,Burgundy,Red,2016,75cl,6,1154.34,ex-VAT,OWC
Raveneau,,Chablis Valmur,Burgundy,White,2005,75cl,2,787.05,ex-VAT,Loose
Raveneau,,Chablis Valmur,Burgundy,White,2005,75cl,7,734.58,ex-VAT,Loose
Mouton Rothschild,,,Bordeaux,Red,1949,75cl,3,5247.0,ex-VAT,Loose
Comtes Lafon,,Meursault Charmes,Burgundy,White,2008,75cl,9,393.525,ex-VAT,Loose
Louis Roederer,,Cristal,Champagne,White,1983,1.5L,3,1469.16,ex-VAT,Loose
Gros Frere et Soeur,,Grands Echezeaux,Burgundy,Red,1985,75cl,3,682.11,ex-VAT,Loose
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,1998,75cl,1,1888.92,ex-VAT,Loose
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,1996,75cl,12,445.995,ex-VAT,OC
Raveneau,,Chablis Valmur,Burgundy,White,2013,75cl,12,524.6999999999999,ex-VAT,Loose
Louis Roederer,,Cristal Rose,Champagne,Rosé,2002,75cl,6,787.05,ex-VAT,GB_OC
Latour,,,Bordeaux,Red,1947,75cl,4,1888.92,ex-VAT,Loose
Latour,,,Bordeaux,Red,1959,75cl,14,3463.0200000000004,ex-VAT,Loose
Latour,,,Bordeaux,Red,1959,75cl,2,6821.1,ex-VAT,Loose
Latour,,,Bordeaux,Red,1959,75cl,1,6821.1,ex-VAT,Loose
Latour,,,Bordeaux,Red,1959,75cl,12,6821.1,ex-VAT,Loose
Latour,,,Bordeaux,Red,1959,75cl,1,6821.1,ex-VAT,Loose
Latour,,,Bordeaux,Red,1959,75cl,2,2623.5,ex-VAT,Loose
Margaux,,,Bordeaux,Red,1990,75cl,4,944.46,ex-VAT,Loose
Yquem,,,Bordeaux,White,1980,1.5L,1,629.64,ex-VAT,Loose
Krug,,Clos Ambonnay,Champagne,White,1996,75cl,2,2938.32,ex-VAT,OC_OWC
Krug,,Clos Ambonnay,Champagne,White,1996,75cl,12,2990.79,ex-VAT,OC_OWC
Emmanuel Rouget,,Vosne Romanee Cros Parantoux,Burgundy,Red,1995,75cl,3,2833.38,ex-VAT,Loose
Petrus,,,Bordeaux,Red,2014,1.5L,2,5194.53,ex-VAT,OWC
DRC,,Corton Rouge,Burgundy,Red,2015,75cl,4,2308.68,ex-VAT,OWC
Giacomo Conterno,,Barolo Riserva Monfortino,Piedmont,Red,2002,1.5L,6,2203.74,ex-VAT,OC
DRC,,Echezeaux,Burgundy,Red,2005,75cl,6,3043.26,ex-VAT,OWC
Bowmore,,Black - 31YO - Final Edition,Islay,,1964,70cl,1,10494.0,ex-VAT,OWC
Meo Camuzet,,Clos Vougeot,Burgundy,Red,2016,75cl,12,314.82,ex-VAT,OC
Domaine Leflaive,,Bienvenues Batard Montrachet,Burgundy,White,2011,75cl,6,787.05,ex-VAT,OWC
Pichon Lalande,,,Bordeaux,Red,2000,6L,1,2571.03,ex-VAT,OWC
Lucien Le Moine,,Bonnes Mares,Burgundy,Red,2016,75cl,6,404.019,ex-VAT,OC
Talisker,,25YO,Islay,,NV,70cl,34,188.89200000000002,ex-VAT,GB_OC
Domaine Leroy,,Latricieres Chambertin,Burgundy,Red,2005,75cl,1,5247.0,ex-VAT,Loose
Domaine Leroy,,Romanee Saint Vivant,Burgundy,Red,2009,75cl,12,8919.9,ex-VAT,OWC
Domaine Leroy,,Nuits Saint Georges Vignerondes,Burgundy,Red,1991,75cl,3,2361.15,ex-VAT,Loose
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,2005,75cl,,278.09099999999995,ex-VAT,OC
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,2005,75cl,3,278.09099999999995,ex-VAT,OC
Domaine Leroy,,Clos Vougeot,Burgundy,Red,2009,75cl,3,5771.7,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1993,75cl,12,2203.74,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1992,75cl,36,2203.74,ex-VAT,OWC
Domaine Jean-Louis Chave,,Hermitage,Rhone,Red,1990,75cl,4,1311.75,ex-VAT,Loose
Emmanuel Rouget,,Vosne Romanee Cros Parantoux,Burgundy,Red,2016,75cl,12,1888.92,ex-VAT,OC
Salon,,Mesnil,Champagne,White,2006,1.5L,2,1783.98,ex-VAT,OWC
Perrier Jouet,,Belle Epoque,Champagne,White,2008,1.5L,20,367.29,ex-VAT,OC
Perrier Jouet,,Belle Epoque,Champagne,White,2008,1.5L,14,367.29,ex-VAT,OWC
Petrus,,,Bordeaux,Red,2001,75cl,12,2623.5,ex-VAT,OWC
Petrus,,,Bordeaux,Red,2001,75cl,12,2623.5,ex-VAT,OWC
Petrus,,,Bordeaux,Red,2001,75cl,5,2623.5,ex-VAT,OWC
